"id","title","artist","date"
32364,"Falconer (Takajo_ )",null,"1750-1800"
32407,"Amida Buddha",null,"1650-1699"
32411,"Cat and Mouse (Neko to nezumi)",null,"1700-1750"
32415,"Pagoda (To_)",null,"late 19th century"
32417,"Daikoku Shaving the Head of Fukurokuju",null,"1700-1750"
32420,"The God of Thunder and His Drum (Kaminari to taiko)",null,"late 18th century"
44337,"Wood figure, one of a pair",null,"c. 1800"
44345,"Daikoku and Ebisu",null,null
44354,"Daikoku and Ebisu",null,null
44471,"Daikoku and Ebisu",null,"c. 1800"
44472,"Wood figure, one of a pair",null,"c. 1800"
44552,"Daikoku and Ebisu",null,null
80075,"The Miracle of Famous Paintings by Ukiyo Matahei","Utagawa Kuniyoshi","June 1853"
97516,"Jizaikake",null,"c. 1920"
98266,"Daikoku and Ebisu",null,"c. 1800"
98268,"Figure, one of a pair",null,"c. 1800"
99546,"Door Curtain (Noren)",null,null
