"id","title","artist","date"
5558,"Omer counter",null,null
5559,"Hanukkah lamp",null,null
5560,"Seder plate\r\n",null,null
5561,"Grogger (noise maker)",null,null
5562,"Grogger (noise maker)",null,null
5564,"Grogger (noise maker)","Michael Ende","c. 1985"
5566,"Hanukkah lamp",null,"early 20th century"
5567,"Megillah (scroll of Esther) case","Ludwig Yehuda Wolpert","c. 1965"
5568,"Yad (Torah pointer)",null,null
5604,"Yad (Torah pointer)",null,"c. 1870"
6771,"Spice container",null,"c. 1889"
6772,"Hanukkah lamp",null,"c. 1800"
6774,"Megillah (scroll of Esther) with case",null,"late 19th-early 20th century"
7073,"Hanukkah lamp","Anatoli Luovitch Kaplan","early 1970s"
8079,"Seder plate",null,"c. 1880-1890"
8307,"Spice container",null,null
8450,"""Pacific"" from the Tzedakah Box series","Tony Berlant","1998"
9644,"Spice container",null,null
9781,"Seder plate",null,"c. 1750"
9783,"Kiddush (sanctification) cup with lid and saucer",null,"c. 1920"
11163,"Torah Scribe, Jaffa","Micha Bar-Am","1971"
12888,"Hanukkah lamp","Michael Ende","1986"
12896,"Aliyah Plaque",null,"c. 1925"
12923,"Shiviti",null,"1921"
13199,"Torah shield",null,"19th-early 20th century"
13200,"Tzedakah Box",null,"19th century"
13201,"Spice Box",null,null
13202,"Torah crown",null,"late 19th-early 20th century"
30522,"Dreidel (top)",null,"c. 1900"
30523,"Torah mantle",null,"c. 1954"
30525,"Spice container",null,null
31844,"Hanging lamp for Sabbath and festivals",null,null
33659,"Dreidel (top)",null,null
39816,"Spice container",null,"late 19th century"
39819,"Tzedakah (justice or charity) box",null,"mid 19th century"
39820,"Tefillin (prayer container) box (one of a pair)",null,"late 19th century"
39821,"Tefillin (prayer container) box (one of a pair)",null,"early 20th century"
39824,"Rimmonim (Torah finials) (one of a pair)",null,"early 20th century"
39825,"Rimmonim (one of a pair)",null,"early 20th century"
39826,"Megillah (scroll) with case",null,"19th - early 20th century"
39827,"Ceremonial wedding ring",null,"c. 1960"
45495,"Shabbat candlestick (one of a pair)","Moshe Zabari","c. 1968"
45496,"Shabbat candlestick (one of a pair)","Moshe Zabari","c. 1968"
63072,"Half-circle stained glass window","Jacob ""Jack"" Liebenberg","1927"
63073,"Rectangular stained glass window","Jacob ""Jack"" Liebenberg",null
63686,"""Harmony"" stained glass window","Jacob ""Jack"" Liebenberg","1928"
81714,"Tik (Torah scroll case)",null,"early 20th century"
83200,"Buckle",null,null
83201,"Amulet",null,null
83206,"Kiddush (sanctification) cup",null,"c. 1961"
83215,"Hanukkah lamp",null,"c. 1900"
83217,"Spice container","Michael Ende","c. 1985"
83219,"Wine cup and saucer",null,null
83227,"Wine cup and saucer","Michael Ende","c. 1985"
83241,"Marriage cup","Michael Ende","c. 1985"
83245,"Wedding ring on chain","Michael Ende","c. 1985"
83246,"Wedding ring on chain","Michael Ende","c. 1985"
83252,"N'tilat Yada'im (hand washing cup)","Michael Ende","c. 1985"
83277,"Mezuzah (doorpost)",null,"c. 1900"
92371,"Mezuzah (doorpost)",null,null
98666,"Hanukkah lamp","Robert Lipnick","1989"
99221,"""Noah's Ark"" tzedakah box","Robert Lipnick","2002"
101066,"Tzedakah box for the Copenhagen Society for the  Care of the Sick","Siegfried Wagner","1901"
101067,"Havdalah candle holder and spice box","Johann Samuel Beckensteiner","1760"
105482,"Hanukkah lamp","Rotger (Rudiger) Herfurth","c. 1760"
105484,"Sabbath candlestick, one of a pair","Ludwig Yehuda Wolpert","c. 1960"
105485,"Sabbath candlestick, one of a pair","Ludwig Yehuda Wolpert","c. 1960"
111586,"Menorah #2","Peter Shire","1986"
118636,"Show and Tell","Andy DuCett","2013"
