"id","title","artist","date"
4447,"Throwing knife","Artist Unknown","late 19th century"
5271,"Sickle sword","Artist Unknown","late 19th century"
5282,"Insignia","Artist Unknown","first quarter of 20th century"
5287,"Throwing knife","Artist Unknown","early 20th century"
5294,"Sickle knife","Artist Unknown","early 20th century"
5295,"Throwing knife","Artist Unknown","first half of 20th century"
5296,"Insignia","Artist Unknown","first half of 20th century"
5415,"Reduced Black Piece","Magdalene Odundo","1990"
5641,"Insignia","Artist Unknown","late 19th century"
5893,"Milk vessel","Artist Unknown","third quarter of the 20th century"
9479,"Vessel","Artist Unknown","about 14th century"
9760,"Jar with lid","Artist Unknown","mid-20th century"
12111,"Beer Pot","Artist Unknown","mid-20th century"
27738,"Jug","Artist Unknown","mid-20th century"
30807,"Vessel","Artist Unknown","mid-20th century"
60777,"Wine bottle with stopper","Artist Unknown","mid-20th century"
60779,"Bottle Stopper",null,null
60780,"Wine bottle with stopper","Artist Unknown","mid-20th century"
60782,"Bottle Stopper",null,null
66708,"Vessel","Artist Unknown","mid-20th century"
95063,"Bottle","Artist Unknown","third quarter of 20th century"
106407,"Beer pot","Artist Unknown","mid-20th century"
112158,"Army tunic","Artist Unknown","about 1890"
113291,"Container","Artist Unknown","third quarter of 20th century"
113429,"Panel",null,null
113433,null,null,null
113450,"Bottle","Artist Unknown","third quarter of 20th century"
113758,"Skirt","Artist Unknown","third quarter of 20th century"
113994,"Tunic","Artist Unknown","third quarter of 20th century"
114203,"Panel","Artist Unknown","mid-20th century"
114454,"Carpet","Artist Unknown","about 1970"
114455,"Carpet","Artist Unknown","about 1990"
114496,"Hat",null,null
116450,"Rag rug","Artist Unknown","1990s"
