"id","title","artist","date"
1,"Earth","Frederic James Shields","c. 1880-1890"
2,"Fire","Frederic James Shields","c. 1880-1890"
4700,"Side chair",null,"1900"
40440,"Sellett",null,"c. 1900"
61815,null,"Louis Majorelle","c. 1902"
96609,"Coffee pot, from a five-piece coffee and tea set","Paul Follot","c. 1904"
96610,"Teapot, from a five-piece coffee and tea service","Paul Follot","c. 1904"
96611,"Covered sugar bowl, from a five-piece coffee and tea service","Paul Follot","c. 1904"
96612,"Creamer, from a five-piece coffee and tea service","Paul Follot","c. 1904"
96613,"Tray, from a five-piece coffee and tea service","Paul Follot","c. 1904"
102417,"Model of the doorway for 29 Avenue Rapp, Paris",null,"1901"
