"id","title","artist","date"
286,"Fire shovel and tongs",null,"late 18th century"
287,"Folding stand",null,"1730-1760"
302,"Portrait of Marcy Olney (1749 - 1780?)","Jeremiah Theus","c. 1771"
378,"Candlestick, one of a pair",null,"c. 1851-1870"
393,"Covered jar, one of a set of three",null,"c. 1795"
401,"Strapwork-back Chippendale side chair",null,"c. 1760-1770"
402,"Parrot-back side chair",null,"c. 1740-1760"
408,"Slipper side chair, one of a pair",null,"c. 1745-1760"
409,"Lolling chair",null,"1780-1800"
411,"Easy chair",null,"c. 1770"
413,"Tilt-top table",null,"c. 1740-1775"
414,"Tilt-top table","William Savery","c. 1760"
417,"Card table",null,"c. 1790"
419,"Reverse painting with mirrored background",null,null
429,"Tall case clock","John Strykes","1773"
431,"Pole Screen",null,"c. 1770"
434,"Chandelier",null,null
438,"Andiron, one of a pair",null,"c. 1760-1780"
439,"Fender",null,"c. 1820-1840"
444,"Chess Set",null,null
447,"Portrait of Mrs. Gardner Greene","Jeremiah Theus","1770"
448,"Portrait of Diana Mary Barker","Benjamin West","1766"
451,"Rug",null,"late 17th century"
483,"Teapot, from a tea service","Worcester Porcelain Works (a.k.a. Royal Worcester Porcelain Company)","c. 1770"
510,"Harp","Pierre Joseph Cousineau","c. 1780-1790"
1267,"Portrait of Captain Enos Reeves (1753-1807)","Artist Unknown",null
1382,"Inkstand","Charles Aldridge","1776"
1441,"Tea urn",null,"c. 1790"
3547,"Slipper chair",null,"c. 1760-1790"
8024,"Charleston Drawing Room",null,"1772"
14289,"Fire tongs",null,null
15038,"Candlestick, one of a pair",null,null
15345,"Painted mirror, one of a pair",null,null
15346,"Chippendale sofa",null,"c. 1770"
15364,"Andiron, one of a pair",null,null
15372,"Covered jar, one of a set of three",null,"c. 1795"
15373,"Covered jar, one of a set of three",null,"c. 1795"
15406,"Slipper side chair, one of a pair",null,"1745-1760"
15595,"Tea cup, from a tea service","Worcester Porcelain Works (a.k.a. Royal Worcester Porcelain Company)",null
15619,"Tea cup, from a tea service","Worcester Porcelain Works (a.k.a. Royal Worcester Porcelain Company)",null
15628,"Tea cup, from a tea service","Worcester Porcelain Works (a.k.a. Royal Worcester Porcelain Company)","c. 1770"
15630,"Sugar bowl with lid, from a tea service","Worcester Porcelain Works (a.k.a. Royal Worcester Porcelain Company)","c. 1770"
15631,"Cream jug, from a tea service","Worcester Porcelain Works (a.k.a. Royal Worcester Porcelain Company)","c. 1770"
15632,"Tea cup, from a tea service","Worcester Porcelain Works (a.k.a. Royal Worcester Porcelain Company)",null
15633,"Slop bowl, from a tea service","Worcester Porcelain Works (a.k.a. Royal Worcester Porcelain Company)",null
15635,"Large saucer, from a tea service","Worcester Porcelain Works (a.k.a. Royal Worcester Porcelain Company)",null
15643,"Tea cup, from a tea service","Worcester Porcelain Works (a.k.a. Royal Worcester Porcelain Company)",null
15644,"Tea cup, from a tea service","Worcester Porcelain Works (a.k.a. Royal Worcester Porcelain Company)",null
15645,"Tea cup, from a tea service","Worcester Porcelain Works (a.k.a. Royal Worcester Porcelain Company)",null
15646,"Tea cup, from a tea service","Worcester Porcelain Works (a.k.a. Royal Worcester Porcelain Company)",null
15647,"Tea cup, from a tea service","Worcester Porcelain Works (a.k.a. Royal Worcester Porcelain Company)",null
15648,"Saucer, from a tea service","Worcester Porcelain Works (a.k.a. Royal Worcester Porcelain Company)",null
15651,"Saucer, from a tea service","Worcester Porcelain Works (a.k.a. Royal Worcester Porcelain Company)",null
15652,"Saucer, from a tea service","Worcester Porcelain Works (a.k.a. Royal Worcester Porcelain Company)",null
15653,"Saucer, from a tea service","Worcester Porcelain Works (a.k.a. Royal Worcester Porcelain Company)",null
15654,"Saucer, from a tea service","Worcester Porcelain Works (a.k.a. Royal Worcester Porcelain Company)",null
15655,"Saucer, from a tea service","Worcester Porcelain Works (a.k.a. Royal Worcester Porcelain Company)",null
15656,"Saucer, from a tea service","Worcester Porcelain Works (a.k.a. Royal Worcester Porcelain Company)",null
15657,"Saucer, from a tea service","Worcester Porcelain Works (a.k.a. Royal Worcester Porcelain Company)",null
18876,"Pianoforte","George Gilfert","1800-1825"
