"id","title","artist","date"
396,"Seated Buddha",null,null
887,"Head of a Buddha",null,null
889,"Head of a Buddha",null,null
1752,"Head from an Image of Vishnu or a Deified King",null,"early 9th century"
1753,"Seated Buddha",null,null
1780,"Terminal in the Form of Garuda",null,null
3675,"Pair of Palanquin Hooks",null,null
3839,"Buddhist Altar Bell",null,null
4225,"Ritual Conch Shell and Tripod Stand",null,null
4226,"Hindu Ritual Altar Bell",null,null
4685,"Kendi (Water Bottle)",null,null
4686,"Bottle Jar",null,null
5109,"Seated Buddha",null,null
5160,"Prajnaparamita (Goddess of Transcendent Wisdom)",null,"c. 1200"
6340,"Head of Door Guardian (Dvarapala)",null,null
6341,"Guardian Lion",null,"late 12th-early 13th century"
8146,"Crowned Naga Buddha",null,null
8318,"Shiva in the Guise of a Traveler",null,null
8321,"Vishnu on Garuda",null,null
12058,"Enshrined Buddha",null,"c. 1800"
12963,"Vessel","Unknown","c. 1000 BCE"
12965,"Jar",null,"c. 1000 B.C."
12966,"Jar",null,"c. 1000 B.C."
13140,"Buddhist Manuscript Box",null,"c. 1850"
13689,"Manuscript Box (Sadaik)",null,"late 19th-early 20th century"
13691,"Lacquered Book (Kammawa-sa)",null,"late 19th century"
13691,"Lacquered Book (Kammawa-sa)",null,"late 19th century"
13696,"Storage Jar",null,"c. 1000 B.C."
13697,"Funerary Offering Jar",null,"1000-500 B.C."
13698,"Bowl with Lid",null,null
13699,"Dish with Molded Dragons",null,"c. 13th-14th century"
25487,"Palanquin Hardware",null,null
25561,"Sawankalok Bowl",null,null
27651,"Vase with Bird Design",null,null
27789,"Backdrop for an Enshrined Buddha",null,"c. 1800"
28038,"Head from an Image of the Buddha",null,null
28040,"Wine Cup",null,null
28041,"Wine Cup",null,null
28609,"Offering Bowl",null,null
33035,"Grain Storage Building, from a model farmstead",null,"c. 1st-2nd century"
33050,"The Buddha Manbaya",null,"late 18th century"
33199,"Dish",null,null
33200,"Ewer and Cover",null,null
38842,"Offering Bowl",null,null
38843,"Bowl",null,null
44526,"Covered bowl, one of a pair",null,null
45723,"Ceremonial Offering Vessel (Hsun ok)",null,"late 19th century"
45818,"Kendi",null,null
59706,"Bowl",null,null
67498,"Deified King","Unknown","late 10th century"
72227,"Tripod Incense Burner",null,null
81675,"Ganesha",null,null
91540,"Ceremonial Bell",null,null
98648,"Bottom Section of Candle Holder",null,null
99894,"Bowl",null,null
99905,"Censer",null,null
99942,"Covered Box",null,null
99944,"Small Bowl",null,null
99967,"Jarlet",null,null
102193,"Storage Jar",null,null
102199,"Bottle Vase (Yu-hu chun)",null,"late 15th century"
