"id","title","artist","date"
6203,"Large Jar",null,"1999"
63393,"Shining Sea Reflecting on Clouds (Kumo ni haeru umi) Vase","Miyashita Zenji","2001"
80972,"Large Jar","Tsujimura Shir?","2003"
90442,"""Dizzying Brilliance"" Plate","Ogata Kamio_","c. 2003"
90444,"Bucket-shaped Vase","Matsuo Jun","c. 2003"
98420,"""Dream"" Vase","Kakurezaki Ryuichi","2000"
105752,"Vase","Sakiyama Takayuki","2007"
109971,"Untitled","Maeda Masahiro","2009"
113518,"Sculpted vessel","Wakimoto Hiroyuki",null
115855,"Tea bowl (chawan)","Kat? Yasukage","2011"
116213,"Vessel","Kamoda Sh?ji","1972"
116214,"Platter","Kita?ji Rosanjin","1951"
116216,"Vase","Kawase Shinobu","c. 1988"
116217,"Vessel","Okabe Mineo","c. 1960"
116218,"Incense box (k?g?)","Arakawa Toyoz?","c. 1950-1969"
116219,"Vessel","Okabe Mineo","1961"
116221,"Vase","Arakawa Toyoz?","1954-1955"
116222,"Tea cup (yunomi)","Arakawa Toyoz?","1954-1955"
116223,"Tea bowl (chawan)","Arakawa Toyoz?","1954-1955"
116224,"Yukidoke (Melting Snow)","Kawakita Handeishi","1940-1945"
116225,"Yukidoke (Melting Snow)","Kawakita Handeishi","1940-1945"
