"id","title","artist","date"
391,"Portrait of a Gentleman","Allan Ramsay","1745"
392,"Portrait of a Lady","Allan Ramsay","c. 1744"
474,"Portrait of Lady Lucy Percy","Adriaan Hanneman","c. 1665"
769,"Portrait of Lady Penelope Spencer","Sir Peter Lely","late 1660s"
2804,"Bureau bookcase",null,"c. 1745"
3227,"Armchair, one of a pair",null,"c. 1755"
3228,"Armchair, one of a pair",null,"c. 1755"
8285,"Mirror",null,"c. 1725"
8286,"Mirror",null,"c. 1720"
8287,"Chandelier",null,"1725-1730"
10462,"Portrait of Sir Edward Walpole's Children","Stephen Slaughter","1747"
12613,"Tilt-top table",null,null
14863,"Georgian drawing room",null,"c. 1740"
15391,"Dog Grate",null,"1720-1725"
15394,"Side chair, one of a pair",null,"c. 1730"
15395,"Side chair, one of a pair",null,"c. 1730"
15484,"Ewer",null,null
15594,"Vase",null,null
15600,"Plate",null,"1662-1722"
15602,"Bowl",null,null
15603,"Plate, one of a pair",null,null
15605,"Bottle",null,null
15606,"Ewer",null,null
15609,"Bowl",null,null
15617,"Plate",null,null
15620,"Vase",null,null
15621,"Teapot",null,null
15624,"Plate",null,null
15626,"Plate",null,null
15627,"Pole screen",null,"c. 1730-1735"
15634,"Side chair, one of a pair",null,"c. 1710"
15639,"Card table",null,"c. 1730"
15642,"Side chair, one of a pair",null,"c. 1710"
15739,"Candlestand, one of a pair",null,"c. 1700"
15740,"Candlestand, one of a pair",null,"c. 1700"
17456,"Vase, one of a pair",null,"1662-1722"
17457,"Vase, one of a pair",null,"1662-1722"
17743,"Vase",null,"1662-1722"
