"id","title","artist","date"
67,"Plate",null,"Kangxi period (1662-1722)"
160,"Mushrooms, from an eight leaf album of vegetables","Pien Shou-min","1747"
3138,"Plate",null,"Kangxi period (1662-1722)"
4275,"Armchair with Continuous Yoke Back, one of a pair",null,"c. 1600"
4722,"Roundback Chair",null,null
4876,"Yokeback Armchair",null,"c. 1550"
4981,"Censer with Stand",null,"Kangxi period (1662-1722)"
5151,"Bamboo in Snow","Chang Chien","1689 (dated)"
5348,"Portable Long Table",null,null
5348,"Portable Long Table",null,null
5351,"Yokeback Armchair, one of a pair",null,"c. 1600"
5352,"Yokeback Armchair, one of a pair",null,"c. 1600"
5806,"Spindleback Rose Chair, one of a pair",null,"c. 1600-1675"
5811,"Yokeback Armchair",null,null
5816,"Scholar's Rock",null,"early 19th century"
5930,"Compound Wardrobe, one of a pair",null,"early 18th century"
5944,"Small Occasional Table",null,"late 17th century-early 18th century"
8071,"Yokeback Armchair",null,null
8072,"Spindleback Rose Chair, one of a pair",null,"c. 1600-1675"
8562,"Coat",null,null
9003,"Armchair with Continuous Yoke Back, One of a Pair",null,"c. 1600"
9206,"Roundback Armchair, one of a pair",null,null
9413,"The Wu Family Reception Hall",null,"early 17th century"
12050,"Skirt",null,null
12879,"Lotus Root, from an album of vegetables","Pien Shou-min",null
12880,"Bamboo Shoots, from an album of vegetables","Pien Shou-min",null
12881,"Eggplants, from an album of vegetables","Pien Shou-min",null
12882,"Daikon Radish, from an album of vegetables","Pien Shou-min",null
12883,"Bok Choy(?), from an album of vegetables","Pien Shou-min",null
12884,"Pea Pods, from an album of vegetables","Pien Shou-min",null
12885,"Taro Root, from an album of vegetables","Pien Shou-min",null
12955,"Table",null,null
13209,"Incense Stand",null,"late 16th century"
13596,"Stand",null,null
15869,"Panel",null,null
16739,"Prayer Banner",null,"1723-1735"
16764,"Prayer Banner",null,"Yongzhong period (1723-1735)"
27436,"Black Miao Complete Costume",null,null
28360,"Woman's Festive Wrap Around Skirt",null,"mid 20th century"
28384,"Sash",null,null
28466,"Apron",null,null
28483,"Apron Bottom",null,"late 20th century"
28501,"Dress",null,"late 20th century"
28504,"Pants",null,"late 20th century"
28776,"Necklace",null,null
28785,"Lock Necklace",null,null
28787,"Skirt",null,null
28793,"Miao Woman's Coat",null,null
28819,"Skirt",null,null
28822,"Back Apron",null,null
28825,"Coat",null,null
28826,"Skirt",null,null
28827,"Back Apron",null,null
28846,"Skirt",null,null
28847,"Skirt",null,null
28865,"Belt",null,null
28867,"Apron",null,null
28868,"Leg Wraps",null,null
28869,"Shirt",null,null
28889,"Coat",null,null
29189,"Vase, one of a pair",null,"c. 1800"
29190,"Vase, one of a pair",null,"c. 1800"
29266,"Hat",null,null
29297,"Woman's Coat",null,null
29939,"Scholar's Rock (Mo shi)",null,null
30349,"two album leaves from a landscape album","Li Liu-fang","1621"
31049,"Calligraphy Panel, one of a pair",null,null
31050,"Calligraphy Panel, one of a pair",null,null
31523,"Compound Wardrobe Cabinet, one of a pair",null,"early 18th century"
32434,"Continuous Roundback Armchair, one of a pair",null,"c. 1550"
32435,"Continuous Roundback Armchair",null,"c. 1550"
35107,"Calligraphic hanging scroll, one of a pair","Shih Ko-fa",null
35108,"Calligraphic hanging scroll, one of a pair","Unknown calligrapher","early 17th century"
45832,"Display Cabinet, one of a pair",null,"18th century"
45835,"Display Cabinet, one of a pair",null,null
52233,"Spirits Tablet",null,null
53203,"Lantern, one of a pair",null,"late 17th-early 18th century"
53204,"Lantern, one of a pair",null,"late 17th-early 18th century"
55642,"Hall Plaque","Shen Maode (alias Geqing), active early 19th century",null
61322,"Portrait of an Official",null,"early 20th century"
62194,"River Landscape","Li Liu-fang","1618"
62570,"Immortal Rock","Wang Yin","1878"
79953,"Necklace, from a set of five",null,null
79959,"Necklace",null,null
79960,"Necklace",null,null
79963,"Silver Ornament",null,null
80948,"Tripod Censer with Cover",null,"Qianlong period, (1736-1795)"
81283,"Scholar's Rock",null,null
81285,"Scholar's Rock",null,null
84306,"Scholar's Rock",null,null
84551,"Skirt",null,null
84560,"Coat",null,null
89241,"Scholar's Rock",null,null
91025,"Skirt, from a two-piece set",null,null
92072,"Jacket",null,null
92129,"Jacket",null,null
92168,"Skirt",null,null
92365,"Jacket",null,null
92733,"Apron",null,null
94373,"Pair of Leg Wraps",null,null
94644,"Skirt",null,null
97501,"Collar",null,null
103668,"Torque",null,null
103813,"Cap",null,null
103875,"Garment front (?)",null,null
103876,"Jacket",null,null
103924,"Jacket",null,null
103925,"Apron",null,null
103926,"Skirt",null,null
104137,"Scholar's Rock",null,null
105827,"Scholar's Rock",null,null
108301,"Ice Chest",null,"c. 1800"
113249,"two album leaves from a landscape album","Li Liu-fang","1621"
113251,"two album leaves from a landscape album","Li Liu-fang","1621"
113310,"two album leaves from a landscape album","Li Liu-fang","1621"
113311,"two album leaves from a landscape album","Li Liu-fang","1621"
113312,"two album leaves from a landscape album","Li Liu-fang","1621"
113313,"two album leaves from a landscape album","Li Liu-fang","1621"
113314,"two album leaves from a landscape album","Li Liu-fang","1621"
