"id","title","artist","date"
390,"Covered jar, one of three",null,"late 18th century"
403,"Lyre-back Sheraton side chair",null,"c. 1800"
404,"Square-back Sheraton side chair, one of a pair",null,"c. 1790-1800"
406,"Bar-back side chair",null,"c. 1805-1815"
407,"Trellis-back side chair",null,"1800-1810"
410,"Cathedral-top Sheraton armchair, one of a pair","Slover and Taylor","1800-1805"
415,"Dining table",null,"c. 1790-1800"
416,"Corner Table, one of a pair",null,"c. 1780-1800"
418,"Card table",null,"c. 1790-1800"
421,"Mirror",null,"c. 1800"
426,"Sideboard",null,"c. 1790-1800"
428,"Eagle wall bracket, one of a pair",null,"late 18th century"
430,"Barometer","Gugerd and Belottil","c. 1800"
432,"Knife box, one of a pair",null,"c. 1790-1800"
435,"Wall sconce",null,"c. 1800"
436,"Hurricane shade, one of a pair",null,"1810-1820"
441,"Fire tongs",null,"c. 1800"
442,"Fire shovel",null,"c. 1800"
443,"Jamb hook, one of a pair",null,null
450,"Rug",null,"late 19th century"
481,"Wine bowl with cover","Capo di Monte","c. 1750-1780"
581,null,"William Marlow","c. 1765-1780"
590,"Eight-armed chandelier",null,"late 18th century"
686,"The Ride of General Marion's Men","Alonzo Chappel","c. 1850"
690,"Unfinished Portrait of Henry J. Brent, 1811-1850","Charles Loring Elliott","c. 1850"
1438,"Card table","Hepplewhite","c. 1780"
2235,"Stoppered decanter, one of a pair",null,"c. 1810-1820"
2236,"Wine coaster, one of a pair",null,"c. 1810-1820"
2902,"Bottom stand, from a syllabub set",null,"1750-1780"
2904,"Wine glass, one of a set of twelve",null,"1780-1800"
3145,"Sauce Tureen","Wedgwood","c. 1800"
8010,"Charleston dining room",null,"1772"
8141,"Eagle wall bracket, one of a pair",null,null
10006,"Racket-back Sheraton side chair, one of a pair",null,"c. 1800"
10007,"Racket-back Sheraton side chair, one of a pair",null,"c. 1800"
12886,"Side chair","Slover and Taylor","1810-1820"
15349,"Cathedral-top Sheraton armchair, one of a pair","Slover and Taylor",null
15351,"Corner Table, one of a pair",null,null
15353,"Cellarette",null,"c. 1760"
15354,"Jamb hook, one of a pair",null,null
15362,"Hurricane shade, one of a pair",null,"1810-1820"
15365,"Knife box, one of a pair",null,"c. 1790"
15366,"Pair of Andirons",null,"c. 1800-1810"
15383,"Covered jar, one of three",null,null
15405,"Square-back Sheraton side chair, one of a pair",null,"c. 1790"
20930,"Stoppered decanter, one of a pair",null,"c. 1810-1820"
20931,"Wine coaster, one of a pair",null,"c. 1810-1820"
22717,"Epergne","James Young","1790-1791"
22924,"Middle stand, from a syllabub set",null,"1750-1780"
22938,"Top stand, from a syllabub set",null,"1750-1780"
22961,"Glass, from a syllabub set",null,"1750-1780"
22962,"Glass, from a syllabub set",null,"1750-1780"
22963,"Glass, from a syllabub set",null,"1750-1780"
22964,"Glass, from a syllabub set",null,"1750-1780"
22965,"Glass, from a syllabub set",null,"1750-1780"
22966,"Glass, from a syllabub set",null,"1750-1780"
22970,"Wine glass, one of a set of twelve",null,"1780-1800"
22974,"Wine glass, one of a set of twelve",null,"1780-1800"
23878,"Sauce Tureen with Lid and Saucer","Wedgwood","c. 1800"
23889,"Lozenge-shaped Dish","Wedgwood","c. 1800"
23892,"Lobed Circular Dish","Wedgwood","c. 1800"
23894,"Side Plate","Wedgwood","c. 1800"
23900,"Side plate","Wedgwood","c. 1800"
23901,"Side Plate","Wedgwood","c. 1800"
24009,"Side plate","Wedgwood","c. 1800"
24015,"Large Lobed Circular Dish","Wedgwood",null
24021,"Side plate","Wedgwood","c. 1800"
24022,"Side plate","Wedgwood","c. 1800"
24024,"Side plate","Wedgwood","c. 1800"
95130,"Orange Glass, from a syllabub set",null,"1750-1780"
