"id","title","artist","date"
22087,"Framed Embroidery",null,null
64021,"Chamae, Pinnae, from ""Neues systematisches Conchylien-Cabinet""","Friedrich Heinrich Wilhelm Martini","1784"
64023,"Trochi, Turbines, Neritae Helices, from ""Neues Systematisches Conchylien-Cabinet""","Vogel","1784"
64031,"Chamae, Pinnae, from ""Neues systematisches Conchylien-Cabinet""","Friedrich Heinrich Wilhelm Martini","1784"
71708,null,"Jacques Charton","1784"
71711,null,"Jacques Charton","1784"
71712,null,"Jacques Charton","1784"
72147,"Fruit and Flowers. The Group of the Shell, from ""Gems for the Drawing Room""","Paul Jerrard","1852"
73832,"Tab. XVII., from ""Collection des differentes especes de Coquillages""","George Wolfgang Knorr","1760-1773"
73845,"Plate B. II., from ""Deliciae Naturae Selectae""","George Wolfgang Knorr","1750-1772"
73846,"Plate B. VI.,  from ""Deliciae Naturae Selectae""","George Wolfgang Knorr","1750-1772"
73888,"Title Page.  Premiere Partie, from ""Collection des differentes especes de Coquillages""","George Wolfgang Knorr","1766"
73925,"Tab. I., from ""Muscheln und andere Geschoepffe welche im Meer gefunden werden"" (Shells and other creatures to be found in the Sea)","George Wolfgang Knorr","1757-1773"
73940,"Tab. III., from ""Muscheln und andere Geschoepffe welche im Meer gefunden werden"" (Shells and other creatures to be found in the Sea)","George Wolfgang Knorr","1757-1773"
73944,"Tab. IX., from ""Muscheln und andere Geschoepffe welche im Meer gefunden werden"" (Shells and other creatures to be found in the Sea)","George Wolfgang Knorr","1757-1773"
73946,"Tab. XIV., from ""Muscheln und andere Geschoepffe welche im Meer gefunden werden"" (Shells and other creatures to be found in the Sea)","George Wolfgang Knorr","1757-1773"
74240,"Thetis on a Shell, from ""Avium Vivae iconae""","Adriaen Collaert","1580"
74257,"Plates 3, from ""Piscium Vivae Icones"" (Fish depicted from life)","Adriaen Collaert","c. 1600"
74268,"Plates 6, from ""Piscium Vivae Icones"" (Fish depicted from life)","Adriaen Collaert","c. 1600"
74287,"Plates 10, from ""Piscium Vivae Icones"" (Fish depicted from life)","Adriaen Collaert","c. 1600"
74310,"Plates 15, from ""Piscium Vivae Icones"" (Fish depicted from life)","Adriaen Collaert","c. 1600"
74583,"G. Spondylus. S. Coederopus., from ""llustrations Conchiliogiques,"" part of ""Voyage de Decouvertes de L?Astrolabe""","Jean Gabriel Pretre","1830-1834"
74597,"Spondylus. S. Zonalis., from ""llustrations Conchiliogiques,"" part of ""Voyage de Decouvertes de L?Astrolabe""","Jean Gabriel Pretre","1830-1834"
74600,"Strombus., from ""llustrations Conchiliogiques,"" part of ""Voyage de Decouvertes de L?Astrolabe""","Jean Gabriel Pretre","1830-1834"
75075,"De Hydra Fabulosa.  Lib. V, from ""Historia Animalium""","Conrad Gesner","1551-1587"
75084,"Pan vel Satyrrus Marinus, from ""Historia Animalium""","Conrad Gesner","1551-1587"
75522,"Trochus heliotropium (Sun Trochus), fig. 30, from ""The Universal Conchologist""","Thomas Martyn","1784"
75523,"Haliotis pulcherrima (Venus ear), fig. 62, from ""The Universal Conchologist""","Thomas Martyn","1784"
75524,"Helix staminea (snail), fig. 71, from ""The Universal Conchologist""","Thomas Martyn","1784"
75525,"Porphyrites (snail), fig. 72, from ""The Universal Conchologist""","Thomas Martyn","1784"
75527,"Limax fibratus (Fibrous snail), fig. 25, from ""The Universal Conchologist""","Thomas Martyn","1784"
75538,"Title Frontispiece Page, from ""Neues Systematisches Conchylien-Cabinet""","Friedrich Heinrich Wilhelm Martini","1769"
75542,"Tab. CVIII., Purpurae frondibus duplicatis, from ""Neues Systematisches Conchylien-Cabinet""","Friedrich Heinrich Wilhelm Martini","1784"
75543,"Tab. CXIV, Purpurae frondibus duplicatis, from ""Neues Systematisches Conchylien-Cabinet""","Friedrich Heinrich Wilhelm Martini","1784"
75770,"Frontispiece, from ""Auserlesene Schnecken, Muscheln, und Andere Schaalthiere"" (Selected snails, shells, and other shellfish)","Franz Michael Regenfuss","1758"
75787,"Tab. II., from ""Auserlesene Schnecken, Muscheln, und Andere Schaalthiere"" (Selected snails, shells, and other shellfish)","Franz Michael Regenfuss","1758"
75788,"Tab. V., from ""Auserlesene Schnecken, Muscheln, und Andere Schaalthiere"" (Selected snails, shells, and other shellfish)","Franz Michael Regenfuss","1758"
75866,"Frontispiece, from ""Thesaurus Animalium""","Friedrich Ruysch","1710"
75876,"Tab. VII.  Fig. I, II.,  from ""Thesaurus Animalium""","Friedrich Ruysch","1710"
76362,"Tab. XI. from Locupletissimi Rerum Naturalium Thesauri","Albertus Seba","1734-1765"
98954,"Ann and Eliza Dusenberry","Orlando Hand Bears","1838"
109578,"Knife, from a two-piece cutlery set",null,"late 16th century"
109579,"Fork, from a two-piece cutlery set",null,"late 16th century"
111675,"Nautilus shell cup","Unknown","c. 1660-1680"
113369,"Saint James Major, Plate 3 from the series ""Christ, the Twelve Apostles, and Saint Paul""","Hendrik Goltzius","1589"
116543,"Day Two, from ""Creation of the World""","Hendrik Goltzius","1589"
116544,"Day Three, from ""Creation of the World""","Hendrik Goltzius","1589"
118828,"Shell-shaped cup with a stem in the form of a dragon","Miseroni workshop","c. 1600"
118832,null,"Ferrante Imperato","1672"
118833,"Mvseo Cospiano annesso a quello del famoso Vlisse Aldrovandi e donato alla sua patria dall'illustrissimo Signor Ferdinando Cospi.., Bologna: Giacomo Monti","Lorenzo Legati","1677"
118834,"Captain Cook?s voyages round the world: the first ?[1768-1771], the second ... [1772-1775], the third and last ... [1776-1780], for making discoveries in the northern and southern hemispheres, by order of His Present Majesty (...), Newcastle [upon Tyne]: M. Brown",null,"1790"
118835,null,"Didier Robert de Vaugondy","1804"
118836,null,"Pierre Belon","1551"
118838,"Two columns, De reliquis animalibus exanguibus libri quatuor: post mortem eius editi: nempe de mollibus, crustaceis, testaceis, et zoophytis, Bologna: Giovanni Battista Bellagambi","Ulisse Aldrovandus","1606"
118840,null,"Filippo Buonanni","1691"
118841,null,"Fabio Colonna","1616"
118842,"Fabii Columnae Lyncei Purpura","Fabio Colonna","1616"
118843,null,null,"1772"
118844,null,"Guillaume Rondelet","1554-1555"
118845,"Nomenclator aquatilium animantium, De piscibus et aquatilibus (...), Zurich: Andreas Gessner, 1556","Conrad Gesner","1606"
118846,"Caroli  Linnaei Systema naturae. Regnum animale. Systema naturae per regna tria naturae (...). 10th ed., Stockholm: Lars Salvii",null,"1758-1759"
118847,null,"Martin Lister","1678"
118848,"Naturalis Historiae opus novum, Frankfurt: Christian Egenolff","Adam Lonicer","1551-1555"
118849,"Museum Wormianum: seu, Historia rerum rariorum, tam naturalium, quam artificialium, tam domesticarum, quam exoticarum, quae Hafniae Danorum in aedibus authoribus servantur, Amsterdam: Ludwig and Daniel Elzevir\r\n","Ole Worm","1655"
