"id","title","artist","date"
6306,"Vase with Wisteria Motif",null,"late 19th century"
10426,"Waterfall","Shibata Zeshin","1887"
35334,"The Immortal Tekkai",null,"late 19th century"
35335,"The Dragon King (Ry?jin)","Suikyudo_ Itsumin","late 19th century"
35336,"Ono-no-Komachi","Masanori Kanakita","late 19th century"
35337,"Tenaga and Ashinaga","Ryokan","c. 1850"
35338,"Jar with Morning Glory and Fence Motif",null,"late 19th century"
35339,"Vase with Lizard and Frog Motif",null,"c. 1890"
35341,"Farmer Sowing Grain",null,"late 19th century"
61361,"Flowers on Yellow Ground","Yabashi Rokuro ????","1950"
62513,"Parinirvana of the Buddha","Harada Keigaku","1863"
96568,"Cherry-blossom Viewing (Hanami)","Ikeda Sho_en","c. 1910"
99242,"Writing Box (Suzuribako)","Nakayama Komin","1860s"
99242,"Writing Box (Suzuribako)","Nakayama Komin","1860s"
99301,"The Game of Go","Tanikado Hisaharu","c. 1924"
