"id","title","artist","date"
254,"Wall sconce, one of a pair",null,null
719,"Place de la Concorde","Pierre Antoine de Machy","c. 1783"
1593,"Vestal Virgin",null,"c. 1730"
1811,"Saint Roch","Giambattista Tiepolo (Giovanni Battista Tiepolo)","c. 1730-1735"
1956,"View of a Town House Garden in The Hague","Paulus Constantijn la Fargue","1775"
1957,"View of a Town House Garden in The Hague","Paulus Constantijn la Fargue","1775"
2495,"Modello or sketch for porte montre (watch stand)",null,"c. 1780"
2507,"Sparrow hawk, one of a pair",null,"1736-1774"
2603,"Commode","Charles Cressent","c. 1745"
2721,"Wall clock with bracket","Charles Cressent","c. 1725"
2723,"Encoignure (corner cabinet)","Jean-Chrysotome Stumpff","c. 1770-1780"
2730,"Lady?s writing desk","Jean Gaspard Feilt","c. 1750"
2803,"Armchair","Charles Percier","c. 1796"
2892,"Desk","Charles Chevallier","c. 1750"
3061,"Clock with vestals","Pierre-Phillippe Thomire","c. 1790"
3217,"Portrait of Michel de Launey des Isles, 1673-1731",null,"c. 1700"
8409,"Fauteuil, one of a set of four",null,"c. 1785"
9433,null,"Georges Jacob","c. 1780"
14077,"Wall sconce, one of a pair",null,null
15848,"Panel",null,null
21549,"Sparrow hawk, one of a pair",null,"1736-1774"
22277,"Corner Cabinet","Jean-Chrysotome Stumpff",null
24027,"Fauteuil, one of a set of four",null,"c. 1785"
24381,"Panel\r\n",null,"c. 1750"
24466,"Panel",null,null
90349,null,"Georges Jacob","c. 1780"
