"id","title","artist","date","room"
1617,"Arms of Pope Paul III (reigned 1534?49)",null,"c. 1540","G235"
12657,"Fountain",null,null,"G235"
116151,"The Rose Gardens (display) (V)","Sarah Jones","2012","G235"
116152,"Life Model (I)","Sarah Jones","2008","G235"
116153,"Life Model (II)","Sarah Jones","2008","G235"
116154,"The Drawing Studio (Life Model) (I)","Sarah Jones","2008","G235"
