"id","title","artist","date"
51,"?Arms of Liberty? punch bowl",null,"c. 1770"
1250,"Soup tureen and stand","Paul Antoine Hannong","c. 1755"
1285,"Plate with the initials ""T.J."" and sailing scene",null,"c. 1800"
1287,"Plate with the arms of Saldanha for the Portuguese market",null,"c. 1760-1770"
1294,"Soup bowl",null,"c. 1785-1800"
1298,"Tureen stand for the American market",null,"c. 1810"
1308,"Soup plate with Meissen-style harbor scene",null,"c. 1750-1760"
1309,"Hot water plate with arms of Hamond",null,"c. 1790"
3000,"Cup from a coffee set with scene of Capetown Harbor",null,"c. 1760"
3004,"Bowl",null,"c. 1620"
3006,"Coffee pot from a coffee set",null,"c. 1760"
3074,"""Crucifixion"" soup bowl","Jan Luyken","c. 1745"
3075,"""Resurrection"" plate","Jan Luyken","c. 1745"
3351,"Portrait of the Duque de Agrada","Artist Unknown","c. 1805"
4407,"Soup tureen and stand with arms of Michel",null,"c. 1755"
4415,"Plate with arms of van Herzeele",null,"c. 1740"
4416,"Hot water plate",null,"c. 1805"
4741,"Plate with arms of the Earl of Lincolnshire",null,"c. 1775"
4743,"Dessert plate with arms of Morgan",null,"c. 1785"
4889,"Charger with Meissen-style harbor scene",null,"c. 1745"
4891,"Figural group",null,"c. 1700"
4899,"Dish",null,"c. 1735"
4901,"Plate with figures in landscape",null,"c. 1700-1720"
4906,"Plate with arms of Pignatelli",null,"c. 1745"
4917,"Plate with arms of Okeover impaling Nichol",null,"c. 1740"
4928,"""La Dame au Parasol"" plate","Cornelius Pronk","c. 1736-1738"
4931,"Fruit basket stand with arms of Reets van Tets",null,"c. 1770"
4933,"Plate with portrait bust",null,"c. 1750"
4934,"""La Dame au Parasol"" plate","Cornelius Pronk","c. 1736-1738"
4938,"Punch bowl with Swedish banknote",null,"c. 1762"
4941,"Armorial tankard",null,"c. 1760"
4942,"Sauce tureen with arms of Stewart",null,"c. 1770"
5217,"Plate with Trianqi exterior",null,"early 17th century"
5221,"Salad bowl with J.A. monogram",null,"c. 1790"
5233,"Punch bowl with the arms of Stewart",null,"c. 1770"
5234,"Punch bowl",null,"c. 1770"
5235,"Punch bowl and stand",null,"c. 1736-1795"
5238,"Wedding or anniversary plate for the Dutch market",null,"c. 1750"
5360,"""Success to the Three Brothers"" punch bowl",null,"1764"
5823,"""Make-do"" teapot",null,"c. 1720"
5931,"Vomit pot for invalids",null,"c. 1750"
5932,"Figure of Li Tieguai, a Daoist Immortal",null,"c. 1752"
5933,"Dish",null,"c. 1643"
5934,"Paste box",null,"c. 1643"
5935,"Butter dish",null,"c. 1752"
5936,"Soup tureen and stand",null,"c. 1817"
6460,null,null,"c. 1800"
6461,"Monteith",null,"c. 1710"
6466,"Fruit basket and stand with arms of Rees van Tets",null,"c. 1770"
6468,"Meissen-style Tyrolean dancers",null,"c. 1752"
13017,"""Summer"" plate with the crest of Martin","Francesco Bartolozzi","c. 1785"
13018,"Masonic tankard",null,"c. 1790"
15911,"Tureen stand with initials ""A.F."" for the American market",null,"c. 1810"
15966,"Monteith","John Leach","1705-1706"
19849,"Chamber candlestick and snuffer, one of a pair","Ebenzer Coker","1760-1763"
21360,"Candlestick",null,"c. 1745"
23116,"Saucer from a coffee set",null,"c. 1760"
23117,"Cream jug from a coffee set",null,"c. 1760"
24732,"Soup tureen with arms of the Duque de Agrada",null,"c. 1780"
24775,"Dinner plate with arms of the Duque de Agrada",null,"c. 1780"
29043,"Armchair, one of a pair",null,"c. 1810-1830"
29043,"Armchair, one of a pair",null,"c. 1810-1830"
29044,"Armchair, one of a pair",null,"c. 1810-1830"
31812,"Teapot",null,"c. 1752"
31814,"Teapot",null,"c. 1643"
31815,"Lotus bowl with tripod base",null,"c. 1643"
31816,"Teapot",null,"c. 1643"
31822,"Soup tureen",null,"c. 1755"
31823,"Candlestick",null,"c. 1736-1796"
32046,"Sauce tureen and stand with arms of Crooke",null,"c. 1770"
34864,"Tyrolean dancers","J. Eberlein","1735-1737"
34976,"Spoon tray with landscape","Meissen Porcelain Factory","c. 1740"
34978,"Beaker with shipping scenes","Meissen Porcelain Factory","1725-1730"
52320,"The Ball at the Mansion House","Francesco Bartolozzi","1775"
54371,"Sideboard",null,"c. 1790"
75573,"Plate CLXVIII, Restruck on Vellum, from ""Histoire des Insects de l'Europe""","Maria Sibylla Merian","1730"
94797,"Large platter, Chinese Export Partial Dinner Service",null,"c. 1780"
94800,"Dinner plate with arms of the Duque de Agrada",null,"c. 1780"
96512,"Dish with scene of monkey on a horse",null,"late 16th century"
96513,"Candlestick",null,"c. 1640"
96514,"Bowl with domestic scenes",null,"c. 1690"
96515,"Arrow vase for the Islamic market",null,null
96516,"Wine cistern",null,"early 18th century"
96520,"Incense burner for the Islamic market",null,null
96521,"Bottle vase with portrait of Queen Victoria",null,"c. 1897"
96614,"Teapot with scenes of ships",null,"c. 1754"
96692,"Masonic punch bowl",null,"1800-1805"
96703,"Charger for the Islamic market",null,null
96708,"Excavating the Clay","Artist Unknown",null
96710,"Breaking up the Clay","Artist Unknown",null
96712,"Pulverizing the Clay and Building the Kiln","Artist Unknown",null
96714,"Kiln-firing the Porcelain","Artist Unknown",null
96716,"Removing the Kiln-fired Wares","Artist Unknown",null
96718,"Packing the Finished Porcelain for Shipment","Artist Unknown",null
96737,"Sauce tureen with arms of van Reverhorst",null,"c. 1745"
96738,"Wall fountain with arms of Brydges and Willoughby",null,"c. 1719"
96739,"Charger with Dutch figures in garden setting",null,"c. 1725-1730"
96741,"Ewer with arms of James Brydges, first Duke of Chandos",null,"c. 1719"
96742,"Documentary shipping bowl",null,"late 18th century"
96746,null,null,"c. 1720"
96762,"Punch bowl",null,"first half of the 19th century"
96763,"Armorial dish labeled ""Corbeau""",null,"c. 1710"
96768,"Soup tureen with arms of Chase",null,"c. 1750"
96772,"Punch bowl with arms of Doone",null,"c. 1755"
96773,"Loving cup with arms of Bartlett",null,"c. 1780"
96798,"""Arbour"" plate","Cornelius Pronk","c. 1740"
96799,"""La Dame au Parasol"" plate","Cornelius Pronk","c. 1736-1738"
96802,"Plate with Holy Family in grissaille",null,"c. 1745"
96869,"Bourdaloue (oval chamber pot)",null,"first half of the 18th century"
96870,"Plate with Meissen-style harbor scene",null,"c. 1740"
96871,"""Bacchus"" tray",null,"c. 1700"
96872,"Meissen-style lemon basket and stand",null,"c. 1765"
96873,"Milk bowl",null,"c. 1752"
96874,"Plate with quasi-European ship and chop boat",null,"c. 1730"
96875,"Teapot with quasi-European ship and chop boat",null,"c. 1730"
96876,"Plate from the ""Erotic"" series",null,"c. 1720"
96877,"Plate from the ""Erotic"" series",null,"c. 1720"
96878,"Plate from the ""Erotic"" series",null,"c. 1720"
96879,"Plate from the ""Erotic"" series",null,"c. 1720"
96880,"Plate from the ""Erotic"" series",null,"c. 1720"
96881,"Plate from the ""Erotic"" series",null,"c. 1720"
96889,"Chamber candlestick, one of a pair",null,"c. 1785"
96891,"Plate with portrait of Queen Victoria",null,"c. 1897"
