"id","title","artist","date"
766,"White Plumes","Henri Matisse","1919"
1259,"The Crucifixion","Georges Rouault","early 1920s"
1325,"Carcass of Beef","Chaim Soutine","1925"
1413,"The Japanese Bridge","Claude Monet","c. 1923-1925"
1423,"Woman by the Sea","Pablo Picasso","1922"
1427,"The Poet with the Birds","Marc Chagall","1911"
1508,"Evening Glow","Emil Nolde","1915"
1546,"View of Dresden: Schlossplatz","Ernst Ludwig Kirchner","1926"
1595,"Composition with Blue, Red, Yellow, and Black","Piet Mondrian","1922"
1887,"Madeleine I","Henri Matisse","modeled 1901"
1888,"Large Seated Nude","Henri Matisse","c. 1923-1925"
2242,"Little Girl","Otto Dix","1922"
2299,null,null,"1919"
2725,"City Night","Georgia O'Keeffe","1926"
4694,"Relief, New York, 1936","Charles Biederman","1936"
4979,"Standing Female Nude","Elie Nadelman","1908"
6359,null,"Henri Matisse","1924"
8756,"Portrait of Putnam D. McMillan","Oskar Kokoschka","1957"
11949,"Venus figure",null,"c. 20,000 BCE"
56568,"Der Postagent Hausler (The Telegraph Operator)","Albert Birkle","1927"
61478,"Project","Ben Nicholson","1943"
