"id","title","artist","date"
154,"Hevajra Mandala",null,"c. 1250"
155,"Thanka of Vajrakila",null,"late 17th century"
669,"The Abbot Mkhas-grub Rje",null,"late 18th century-19th century"
3858,"Vajrabhairava",null,null
4227,"Shakyamuni Buddha, The Enlightened One","Tashilumpo Monastery",null
4228,"Sgrol-dkar (The White Tara or White Savioress)",null,null
4464,"Title Page from a Buddhist Manuscript",null,"late 18th century"
4868,"Page from a Gandavyu_ha Manuscript",null,null
5412,"Sutra Cover",null,"c. 1200"
5984,"Recessed Leg Reading Table",null,"c. 1415"
6446,"Shadakshari Lokeshvara",null,null
8447,"The Buddha Sakayamuni",null,"late 14th-early 15th century"
12689,"Ritual Dagger (Phurba)",null,"1403-1424"
12995,"Thanka of Hierachs of the Sakya Lineage, one of a pair",null,"late 17th century"
12996,"Thanka of Hierachs of the Sakya Lineage, one of a pair",null,"late 17th century"
13144,"Portrait of a Lama",null,null
13444,"Kadam Stupa",null,null
13706,"Vajra Hammer",null,null
28100,"Title Page from a Buddhist Manuscript",null,"late 18th century"
31182,"Amoghasiddi",null,"late 13th-14th century"
31183,"Green Tara",null,"late 14th-early 15th century"
31188,"Buddhist Manuscript Cover",null,null
31204,"Prayer Wheel",null,null
31240,"The Buddha Amoghasiddhi",null,"1403-1424"
32431,"Sutra Cover, one of a pair",null,"c. 1410"
32432,"Sutra Cover, one of a pair",null,"1403-1424"
38844,"Shakyamuni",null,null
61746,"The Bhadrakalpika Sutra",null,"c. 1500"
