"id","title","artist","date"
1554,"Pedernal -- From the Ranch #1","Georgia O'Keeffe","1956"
1819,"Bronco Buster","Newell Convers Wyeth","1906"
1820,"Rural Delivery (Where the Mail Goes, 'Cream of Wheat' Goes)","Newell Convers Wyeth","1906"
1822,"A 'Bear' Chance","Philip R. Goodwin","1907"
1862,"Little Crow","Henry H. Cross","1863"
2759,"The Signal Fire","Charles M. Russell","1897"
2809,"Voyageurs","Charles M. Russell","1898"
3162,"Buffalo Hunt","Charles M. Russell","1891"
3286,"Platform rocking chair","Wenzel Friedrich","c. 1880-1890"
3321,"The Death Song of Lone Wolf","Charles M. Russell","1901"
4068,"A Chief of the Multnomah Tribe","Hermon Atkins MacNeil","1905"
4196,"Stampede","Harry Jackson","1958-1959"
4510,"Spearing a Buffalo","Charles M. Russell","1925"
6229,"The Bucker and the Buckeroo","Charles M. Russell","c. 1925-1927"
8005,"Stool","Wenzel Friedrich","1880-1890"
11708,"Bronco Buster","Frederic Remington",null
100638,"Canyon Portal","Edgar Payne","c. 1935"
108705,"The Destroyer","Arthur Wesley Dow","c. 1911-1913"
