"id","title","artist","date"
356,"St. Anthony Falls As It Appeared in 1848","Henry Lewis","1855"
687,"View of Fort Snelling","Edward K. Thomas","c. 1850"
688,"Farnham's Mill at St. Anthony Falls, Minneapolis","Alexis Jean Fournier","1888"
750,"Mill Pond at Minneapolis","Alexis Jean Fournier","1888"
770,"Cheever's Mill on the St. Croix River","Henry Lewis","1847"
803,"Lowry Hill, Minneapolis","Alexis Jean Fournier","1888"
1641,"Portrait of Mrs. Grace Morrison Kimball","Orazio Andreoni","1887"
1642,"Portrait of Dr. Hanibal Hamlin Kimball","Orazio Andreoni","1887"
2036,null,"Albert-Ernest Carrier-Belleuse","c. 1862"
2036,null,"Albert-Ernest Carrier-Belleuse","c. 1862"
2037,null,"Albert-Ernest Carrier-Belleuse","c. 1850"
2490,"Tornado over St. Paul","Julius Holm","1893"
2900,"James J. Hill Presentation Tray","Tiffany & Co.","1884"
3352,"After Rain, on Minnehaha Creek","Alexis Jean Fournier","1897"
6244,"""Father Time"" tall case clock","Tiffany & Co.","1904"
13091,"Set of 20 Prisms",null,"c. 1830-1850"
65014,"Sofa",null,"c. 1840"
91556,"Steamwheeler on the Upper Mississippi","Ferdinand Richardt","1865"
100826,"September","Alexis Jean Fournier","1889"
100827,"Pier table",null,"c. 1835"
106527,"The Falls of St. Anthony","Seth Eastman","1848"
112515,"St. Paul","S. Holmes Andrews","1855"
