"id","title","artist","date","room"
1539,"Silence","Odilon Redon","1911","G359"
1657,"Orpheus and Eurydice","Maurice Denis","1910","G359"
3417,"Clasp of Gold","Arthur B. Davies",null,"G359"
4284,"Triptych: Prisoners of the Mountain Mist","Giovanni Battista Crema","c. 1910","G359"
10594,"Two Women",null,"ca. 1895","G359"
99878,"A Sea-Nymph","Edward Coley Burne-Jones","1881","G359"
113612,"Les Pendus","Leon Spilliaert","1912","G359"
116020,"Portrait of Beethoven","Franz von Stuck","c. 1902","G359"
