"id","title","artist","date"
72,"Head of a Philosopher","Giovanni Domenico Tiepolo","probably between 1750 and 1760"
1233,"The Fallen Tree","Thomas Gainsborough R.A.","probably between 1750 and 1753"
1317,"View up the Grand Canal Toward the Rialto","Francesco Guardi","c. 1785"
1399,"Study for the Assumption of the Virgin","Jean-Baptiste-Henri Deshays","c. 1760"
1463,"Pope Benedict XIV presenting the Encyclical 'Ex Omnibus' to the Comte de Stainville, later Duc de Choiseul","Pompeo Girolamo Batoni","1757"
1488,"Self-Portrait","Francesco de Mura","c. 1740"
1530,"Judith with the Head of Holofernes","Ignazio Collino","1750"
1626,"Imaginary Landscape, Italian Harbor Scene","Claude-Joseph Vernet","1746"
1673,"Grand Canal from Palazzo Flangini to Palazzo Bembo","Canaletto (Giovanni Antonio Canale)","c. 1740"
1772,"The Madonna and Child with the Infant St. John","Francesco de Mura","c. 1750"
2503,"Self-Portrait","Jean-Laurent Mosnier","1786"
3282,null,"Sir Joshua Reynolds","1762"
10451,"The Sleeping Congregation","William Hogarth","1728"
99368,"The Comtesse d'Egmont Pignatelli in Spanish Costume","Alexander Roslin","1763"
