"id","title","artist","date","room"
191,"Portrait of the Artist Alphonse Legros","Henri Fantin-Latour","1856","G354"
1241,"The Fugitives","Honoré Daumier","c. 1868","G354"
1310,"The Fugitives","Honoré Daumier","modeled c. 1850 (casting date unknown)","G354"
1395,"Peasant Girl at the Spring","Jean-Baptiste-Camille Corot","c. 1860-65","G354"
1634,"The Wounded Eurydice","Jean-Baptiste-Camille Corot","c. 1868-70","G354"
1635,"The Reader","Jean-Baptiste-Camille Corot","1868","G354"
1726,"Hebe and the Eagle of Jupiter","François Rude","model c. 1853-55 (casting history and edition size unknown)","G354"
1726,"Hebe and the Eagle of Jupiter","Thièbaut Frères","model c. 1853-55 (casting history and edition size unknown)","G354"
1749,"Autumn, Forest Interior","Narcisse-Virgile Diaz de la Peña","c. 1860","G354"
1976,"Evocation of Love","Jean-Baptiste-Camille Corot","1850-55","G354"
6247,"Trees to the Left of a Stream","Henri-Joseph Harpignies","1890","G354"
26114,"Antoine-Laurent de Lavoisier (1743-1794)","Aimé-Jules Dalou","1891","G354"
105380,"Orchards at Louveciennes","Camille Pissarro","1872","G354"
124666,"Le Jardin Provincal","Armand Guillaumin","c. 1920","G354"
124668,"L'Anse du Goulineau","Henry Moret","1897","G354"
