"id","title","artist","date","room"
764,"Figure of a Youth",null,"470-460 BCE","G242"
1460,"Boss with Head of Oceanus",null,"1st-2nd century","G242"
1472,"Mirror",null,"3rd-2nd century BCE","G242"
1693,"Ptolemaic Ruler in the Guise of Hercules",null,null,"G242"
1698,"Bust of a Young Nobleman",null,null,"G242"
1700,"Tondo: Portrait of a Young Noblewoman",null,null,"G242"
1751,"Venus",null,null,"G242"
1801,"Torso of a Dancing Faun",null,null,"G242"
1893,"Foliate Sieve",null,"late 4th or early 3rd century BCE","G242"
1894,"Ladle",null,"late 4th or early 3rd century BCE","G242"
2400,"Vase",null,null,"G242"
2402,"Balsamarium Vessel",null,null,"G242"
2403,"Small Pitcher",null,null,"G242"
2410,"Vessel with Small Knobs",null,null,"G242"
2416,"Vase",null,null,"G242"
5553,"Jug",null,null,"G242"
6027,"Oil Lamp",null,"1st century BCE - 1st century CE","G242"
21293,"Dagger",null,"900-400 BCE","G242"
21303,"Globular Vessel",null,null,"G242"
25446,"Spoon",null,null,"G242"
45641,"Tall Ewer",null,null,"G242"
61288,"Ribbed Jar",null,null,"G242"
77438,"Double Cosmetic Tube with Three-tiered Handle",null,null,"G242"
81221,"Head of Satyr",null,null,"G242"
81222,"Seated Silenus",null,"2nd century BCE - early 1st century CE","G242"
81227,"Crouching Satyr",null,null,"G242"
81246,"Portrait of a Man",null,"252-268","G242"
81247,"Funerary Relief",null,"late 2nd century-first half of the 3rd century","G242"
126132,"Temple of Nettuno, Paestum, XVI","Vera Lutter","2015","G242"
