"id","title","artist","date","room"
1317,"View up the Grand Canal toward the Rialto","Francesco Guardi","c. 1785","G308"
1430,"The Pleasures of the Seasons: Spring","Johann Georg Platzer","c. 1730","G308"
1487,"The Annunciation","Agostino Masucci","1742","G308"
1672,"Christ and the Woman Taken in Adultery","Sebastiano Ricci","1720s","G308"
1782,"Madonna of the Martyrs","Francesco Solimena","c. 1705","G308"
1849,"The Prodigal Son","Pier Leone Ghezzi","c. 1720–30","G308"
2245,"Saint John the Baptist","François Boucher","c. 1755","G308"
2420,"Writing desk",null,"c. 1760","G308"
8776,"Diogenes","Johann Carl Loth",null,"G308"
110973,"Immaculate Madonna","Giacomo Antonio Ponsonelli","c.1710","G308"
