"id","title","artist","date","room"
250,"Cassone (chest)",null,null,"G330"
542,"Cassone (chest)",null,null,"G330"
565,"Allegorical Still Life with Bernini's Bust of Francis I d'Este","Francesco Stringa","late 17th century-early 18th century","G330"
1376,"Cassone (chest)",null,"c. 1600","G330"
1464,"Coat of arms of Cardinal Scipione Borghese (1579â1633)",null,"c. 1620–30","G330"
1465,"Coat of arms of Cardinal Scipione Borghese (1579â1633)",null,"c. 1620–30","G330"
1471,"Erminia and the Shepherds","Guercino (Giovanni Francesco Barbieri)","1648–49","G330"
1543,"Saint Humphrey (Onuphrius)","Salvator Rosa","c. 1660","G330"
1571,"Side table","Giovanni Paolo Schor (born Johann Paul Schor)","late 17th century","G330"
1613,"The Immaculate Conception with Saints Francis of Assisi and Anthony of Padua","Giovanni Benedetto Castiglione (Il Grechetto)","1649–50","G330"
1621,"Judith with the Head of Holofernes","Pietro della Vecchia (Pietro Muttoni)","probably between 1635 and 1650","G330"
1683,"Saint Ambrose","Claude Vignon","1623 or 1625","G330"
1731,"Monsignor Zondadari Blessing the Spanish","Placido Costanzi","1728","G330"
1735,"Diana the Huntress","Giovanni Battista Gaulli (Baciccio)","c. 1690","G330"
1949,"Adam Discovering the Body of Abel","Carlo Magnone","date unknown / plausible date of c. 1644-1647","G330"
1955,"Madonna and Child","Carlo Maratti","1711","G330"
2622,"Funeral torch",null,"c. 1720","G330"
3212,"The Raising of Lazarus","Jacopo Tintoretto","1570s–1580s","G330"
3589,"Venus and Adonis","Nicolas Mignard (Mignard d'Avignon)","c. 1650","G330"
7020,"Salome with the Head of Saint John the Baptist","Onorio Marinari","1670s","G330"
8552,"Mirror",null,"c. 1700","G330"
10233,"Nymphs at the Bath","Scarsellino (Ippolito Scarsella)","c. 1600","G330"
10424,"The Temptation of Christ","Titian (Tiziano Vecelli)","c. 1516-1525","G330"
18347,"Saint Augustine and Saint Monica","Gioacchino Assereto",null,"G330"
19939,"St. Paul the Hermit","Andrea Bergondi","1772","G330"
109582,"Saint Benedict of Palermo","José Montes de Oca","c. 1734","G330"
112157,"Aleijadinho Candlestick","Fernando Campana","2011","G330"
112157,"Aleijadinho Candlestick","Humberto Campana","2011","G330"
120393,"The Resurrection","Hans Schäufelein","c. 1510-1520","G330"
120601,"The Nativity","Hans Schäufelein","c. 1510-1520","G330"
120602,"The Adoration of the Maji","Hans Schäufelein","c. 1510-1520","G330"
120603,"The Last Judgement","Hans Schäufelein","c. 1510-1520","G330"
121264,"Songbird","Aaron Spangler","2009","G330"
124698,"Orpheus and Eurydice","Guido Reni","c. 1602","G330"
