"id","title","artist","date","room"
1,"Earth, from a series of The Elements","Frederic James Shields","c. 1880-1890","G352"
2,"Fire, from a series of The Elements","Frederic James Shields","c. 1880-1890","G352"
4700,"Side chair","Eugène Gaillard","1900","G352"
40440,"Sellett","Léon Bénouville","c. 1900","G352"
61815,"""ChicorÃ©e"" style buffet","Louis Majorelle","c. 1902","G352"
96609,"Coffee pot, from a five-piece coffee and tea set","Paul Follot","c. 1904","G352"
96610,"Teapot, from a five-piece coffee and tea service","Paul Follot","c. 1904","G352"
96611,"Covered sugar bowl, from a five-piece coffee and tea service","Paul Follot","c. 1904","G352"
96612,"Creamer, from a five-piece coffee and tea service","Paul Follot","c. 1904","G352"
96613,"Tray, from a five-piece coffee and tea service","Paul Follot","c. 1904","G352"
102417,"Model of the doorway for 29 Avenue Rapp, Paris","Jules Marie-Aimé Lavirotte","1901","G352"
