"id","title","artist","date","room"
128108,"Blanket",null,"c. 1890","G262"
128109,"Twilled Saddle Blanket",null,"c. 1890","G262"
128110,"Child's blanket",null,"c. 1860","G262"
128111,"Double twill saddle blanket",null,"c. 1875","G262"
128114,"Transitional saddle blanket",null,"c. 1895","G262"
128115,"Saddle blanket",null,"c. 1860","G262"
128116,"Saddle blanket",null,"c. 1865","G262"
128119,"Double twill saddle blanket",null,"c. 1900","G262"
128140,"Third Phase variant",null,"c. 1880","G262"
128141,"Navajo ""slave"" blanket",null,"c. 1875","G262"
