"id","title","artist","date","room"
412,"Card table",null,"c. 1780","G335"
562,"Card table","John Goddard","c. 1770","G335"
2204,"Portrait of Judge Daniel Cony of Maine (1752-1842)","Gilbert Stuart","c. 1815","G335"
8281,"Constitution Mirror",null,"c. 1760","G335"
14019,"Providence parlour",null,"c. 1760-1770","G335"
14292,"Andiron, one of a pair",null,null,"G335"
14293,"Andiron, one of a pair",null,null,"G335"
15023,"Portrait of George III","Unknown",null,"G335"
15024,"Portrait of Queen Charlotte","Unknown",null,"G335"
15352,"Folding card table",null,"c. 1750","G335"
24523,"Wall Pocket",null,"c. 1760","G335"
25013,"Chair",null,"c. 1750","G335"
