"id","title","artist","date","room"
178,"Tapa Cloth",null,"1800-1825","G256"
1699,"Malagan Pole","Unknown","c. 1910","G256"
1926,"Moai Kavakava",null,null,"G256"
2138,"Bis Pole",null,null,"G256"
3385,"Malagan Figure","Unknown","c. 1890","G256"
3386,"Malagan Frieze","Unknown",null,"G256"
4042,"Feather Currency (tevau)",null,null,"G256"
4523,"Kapkap",null,null,"G256"
5680,"Neckrest",null,null,"G256"
5753,"Bioma Figure",null,null,"G256"
5754,"Hand drum (kundu)",null,null,"G256"
5859,"Mere Pounamu",null,null,"G256"
5969,"Kapkap",null,null,"G256"
7177,"Post Figure (poutokomanawa)",null,"c. 1840","G256"
9000,"Ceremonial Paddle",null,"1820-1840","G256"
12133,"Ceremonial Bull Roarer",null,"c. 1900","G256"
12790,"House Panel",null,"c. 1880","G256"
28662,"Bark Painting with Suns, Fish and Plants",null,null,"G256"
33830,"Chief's Stool (no'oanga)",null,"1800-1825","G256"
51803,"Prestige Bowl (purukei)",null,"c. 1900","G256"
60503,"Kapkap",null,null,"G256"
64099,"Kapkap",null,null,"G256"
89938,"Plaque",null,"mid 20th century","G256"
106737,"Necklace (lei niho palaoa)",null,"c. 1800-1850","G256"
114062,"Ancestor Figure",null,"first quarter of the 20th century","G256"
114136,"Tatanua mask",null,"first part of 20th century","G256"
