"id","title","artist","date","room"
608,"Yoke",null,"600-900","G260"
678,"Ear spool","Unknown","1150-1450","G260"
692,"Vessel",null,"100 B.C.-A.D. 600","G260"
693,"Pot Representing Corn God",null,null,"G260"
696,"Vessel",null,"100 B.C.-600 A.D.","G260"
700,"Urpu (Storage Jar)",null,null,"G260"
701,"Bowl",null,null,"G260"
703,"Vessel",null,"200-600","G260"
713,"Hacha",null,"600-900","G260"
715,"Hacha",null,null,"G260"
742,"Vessel",null,"c. 1200","G260"
754,"Figure",null,null,"G260"
755,"Figure",null,"200 B.C.-A.D. 400","G260"
756,"House Group",null,"200 B.C.-400 A.D.","G260"
761,"Rattle",null,"600-750","G260"
1236,"Pendant",null,null,"G260"
1547,"Hacha",null,"600-900","G260"
1616,"Joined Figures",null,"200 B.C.-400 A.D.","G260"
1875,"Plate",null,null,"G260"
1961,"Vessel",null,"300-799","G260"
1962,"Figure",null,"300-799","G260"
1964,"Olla",null,"300-799","G260"
2511,"Vessel",null,null,"G260"
2800,"Serving Vessel",null,"600-900","G260"
3820,"Bottle",null,"1100-1299","G260"
3890,"Ladle",null,"c. 1860","G260"
3891,"Ladle",null,null,"G260"
3948,"Canoe Bowl",null,"1150-1499","G260"
3949,"Effigy Bowl",null,"1250-1499","G260"
3950,"Bowl",null,"1250-1499","G260"
4224,"Churinga","George Morrison","1990","G260"
4242,"Gorget",null,"c. 1200-1350","G260"
4310,"Storage Bag",null,null,"G260"
4430,"Dog Effigy Pipe","John Young Bear","c. 1920-1930","G260"
4501,"Vessel",null,null,"G260"
4558,"Kero",null,"c. 1470-1560","G260"
5355,"Figure of Baby Jesus, from Nativity Scene","Josefina Aguilar","1992","G260"
5485,"Vase",null,"800-900","G260"
5486,"Plate",null,"550-950","G260"
5487,"Chocolate Pot",null,"c. 750","G260"
5783,"Belt Cup",null,"c. 1830","G260"
5992,"Dog",null,"100-300","G260"
7991,"Ear spool",null,"1150-1450","G260"
8162,"Figure of a lamb, from Nativity Scene","Josefina Aguilar","1992","G260"
8163,"Figure of Mary, from Nativity Scene","Josefina Aguilar","1992","G260"
8673,"Gorget",null,"c. 1200-1350","G260"
8678,"Figure of a cow, from Nativity Scene","Josefina Aguilar","1992","G260"
8680,"Creche, from Nativity Scene","Josefina Aguilar","1992","G260"
8681,"Figure of Joseph, from Nativity Scene","Josefina Aguilar","1992","G260"
8682,"Figure of a wise man, from Nativity Scene","Josefina Aguilar","1992","G260"
8683,"Figure of a wise man, from Nativity Scene","Josefina Aguilar","1992","G260"
8684,"Figure of a wise man, from Nativity Scene","Josefina Aguilar","1992","G260"
8685,"Figure of a shepherd, from Nativity Scene","Josefina Aguilar","1992","G260"
8686,"Figure of a woman carrying clothes, from Nativity Scene","Josefina Aguilar","1992","G260"
8687,"Figure of an angel, from Nativity Scene","Josefina Aguilar","1992","G260"
8688,"Figure of a donkey, from Nativity Scene","Josefina Aguilar","1992","G260"
8914,"Vessel",null,null,"G260"
9037,"Vessel",null,null,"G260"
9044,"Effigy vessel",null,"200-600","G260"
9048,"Pendant",null,null,"G260"
9049,"Pendant",null,null,"G260"
9380,"Qero (kero)",null,"1300-1550","G260"
11950,"Pendant",null,null,"G260"
12860,"Sash",null,"1880-1900","G260"
12983,"Vase",null,"450-700","G260"
13614,"Fan",null,"c. 1000","G260"
17016,"Jar",null,null,"G260"
17059,"Effigy vessel",null,"100 B.C.-A.D. 600","G260"
17163,"Vessel",null,"400-599","G260"
18092,"Breast Plaque",null,null,"G260"
24291,"Seated Figure",null,"100-600","G260"
29394,"Bowl",null,null,"G260"
32459,"Figure",null,null,"G260"
33878,"Ear Spool",null,"c. 1200-1350","G260"
33879,"Ear Spool",null,"c. 1300-1400","G260"
44282,"Death on a Pale Horse, from Apocalypse of Saint John, 1959","Rufino Tamayo","1959","G260"
44743,"Metate",null,null,"G260"
46506,"Birdstone",null,"c. 2500 B.C.","G260"
60740,"Double spout vessel",null,"900-200 B.C.","G260"
60758,"Bowl",null,null,"G260"
62147,"Llama",null,"1400-1533","G260"
62148,"Mask","Unknown","900-300 BCE","G260"
62333,"Pair of Woman's Leggings",null,"c. 1870","G260"
81027,"Sun Mask","Unknown","c. 1860","G260"
89658,"Bottle",null,"1400-1532","G260"
89843,"Vessel",null,"c. 1500","G260"
91395,"Pipe","Unknown","c. 1200","G260"
94848,"Club",null,"c. 1750-1800","G260"
94953,"Maskette",null,"550-900","G260"
95044,"Crooked Knife",null,null,"G260"
98488,"Sash",null,"c. 1880","G260"
101923,"Dance Blanket",null,"c. 1840-1850","G260"
104485,"Chalchiuhtlicue",null,"1200-1521","G260"
104514,"Storage Bag",null,"20th century","G260"
108588,"Ceremonial punchu (poncho)",null,null,"G260"
111380,"Shirt","Unknown","1720-1750","G260"
116082,"Glove Box","Theresa Secord","2013","G260"
